time,gubun,confCase,confCaseRate,death,deathRate,criticalRate
1305,20200807T10:00:00Z,30-39,1845,12.71,2,0.66,0.11
1306,20200807T10:00:00Z,20-29,3657,25.19,0,0.00,0
1307,20200807T10:00:00Z,10-19,801,5.52,0,0.00,0
1308,20200807T10:00:00Z,0-9,256,1.76,0,0.00,0
1309,20200808T10:00:00Z,남성,6638,45.58,161,52.96,2.43
1310,20200808T10:00:00Z,여성,7924,54.42,143,47.04,1.8
1311,20200808T10:00:00Z,80 이상,601,4.13,152,50.00,25.29
1312,20200808T10:00:00Z,70-79,957,6.57,90,29.61,9.4
1313,20200808T10:00:00Z,60-69,1898,13.03,41,13.49,2.16
1314,20200808T10:00:00Z,50-59,2566,17.62,16,5.26,0.62
1315,20200808T10:00:00Z,40-49,1968,13.51,3,0.99,0.15
1316,20200808T10:00:00Z,30-39,1849,12.7,2,0.66,0.11
1317,20200808T10:00:00Z,20-29,3664,25.16,0,0.00,0
1318,20200808T10:00:00Z,10-19,802,5.51,0,0.00,0
1319,20200808T10:00:00Z,0-9,257,1.76,0,0.00,0
1320,20200809T10:00:00Z,남성,6655,45.59,162,53.11,2.43
1321,20200809T10:00:00Z,여성,7943,54.41,143,46.89,1.8
1322,20200809T10:00:00Z,80 이상,603,4.13,152,49.84,25.21
1323,20200809T10:00:00Z,70-79,957,6.56,90,29.51,9.4
1324,20200809T10:00:00Z,60-69,1905,13.05,41,13.44,2.15
1325,20200809T10:00:00Z,50-59,2573,17.63,16,5.25,0.62
1326,20200809T10:00:00Z,40-49,1971,13.5,4,1.31,0.2
1327,20200809T10:00:00Z,30-39,1854,12.7,2,0.66,0.11
1328,20200809T10:00:00Z,20-29,3671,25.15,0,0.00,0
1329,20200809T10:00:00Z,10-19,803,5.5,0,0.00,0
1330,20200809T10:00:00Z,0-9,261,1.79,0,0.00,0
1331,20200810T10:00:00Z,남성,6669,45.6,162,53.11,2.43
1332,20200810T10:00:00Z,여성,7957,54.4,143,46.89,1.8
1333,20200810T10:00:00Z,80 이상,603,4.12,152,49.84,25.21
1334,20200810T10:00:00Z,70-79,958,6.55,90,29.51,9.39
1335,20200810T10:00:00Z,60-69,1918,13.11,41,13.44,2.14
1336,20200810T10:00:00Z,50-59,2577,17.62,16,5.25,0.62
1337,20200810T10:00:00Z,40-49,1974,13.5,4,1.31,0.2
1338,20200810T10:00:00Z,30-39,1857,12.7,2,0.66,0.11
1339,20200810T10:00:00Z,20-29,3675,25.13,0,0.00,0
1340,20200810T10:00:00Z,10-19,803,5.49,0,0.00,0
1341,20200810T10:00:00Z,0-9,261,1.78,0,0.00,0
1342,20200811T10:00:00Z,남성,6689,45.63,162,53.11,2.42
1343,20200811T10:00:00Z,여성,7971,54.37,143,46.89,1.79
1344,20200811T10:00:00Z,80 이상,603,4.11,152,49.84,25.21
1345,20200811T10:00:00Z,70-79,961,6.56,90,29.51,9.37
1346,20200811T10:00:00Z,60-69,1925,13.13,41,13.44,2.13
1347,20200811T10:00:00Z,50-59,2586,17.64,16,5.25,0.62
1348,20200811T10:00:00Z,40-49,1978,13.49,4,1.31,0.2
1349,20200811T10:00:00Z,30-39,1862,12.7,2,0.66,0.11
1350,20200811T10:00:00Z,20-29,3681,25.11,0,0.00,0
1351,20200811T10:00:00Z,10-19,803,5.48,0,0.00,0
1352,20200811T10:00:00Z,0-9,261,1.78,0,0.00,0
1353,20200812T10:00:00Z,남성,6723,45.69,162,53.11,2.41
1354,20200812T10:00:00Z,여성,7991,54.31,143,46.89,1.79
1355,20200812T10:00:00Z,80 이상,605,4.11,152,49.84,25.12
1356,20200812T10:00:00Z,70-79,964,6.55,90,29.51,9.34
1357,20200812T10:00:00Z,60-69,1927,13.1,41,13.44,2.13
1358,20200812T10:00:00Z,50-59,2598,17.66,16,5.25,0.62
1359,20200812T10:00:00Z,40-49,1990,13.52,4,1.31,0.2
1360,20200812T10:00:00Z,30-39,1873,12.73,2,0.66,0.11
1361,20200812T10:00:00Z,20-29,3685,25.04,0,0.00,0
1362,20200812T10:00:00Z,10-19,810,5.5,0,0.00,0
1363,20200812T10:00:00Z,0-9,262,1.78,0,0.00,0
1364,20200813T10:00:00Z,남성,6754,45.73,162,53.11,2.4
1365,20200813T10:00:00Z,여성,8016,54.27,143,46.89,1.78
1366,20200813T10:00:00Z,80 이상,607,4.11,152,49.84,25.04
1367,20200813T10:00:00Z,70-79,966,6.54,90,29.51,9.32
1368,20200813T10:00:00Z,60-69,1933,13.09,41,13.44,2.12
1369,20200813T10:00:00Z,50-59,2608,17.66,16,5.25,0.61
1370,20200813T10:00:00Z,40-49,1995,13.51,4,1.31,0.2
1371,20200813T10:00:00Z,30-39,1885,12.76,2,0.66,0.11
1372,20200813T10:00:00Z,20-29,3696,25.02,0,0.00,0
1373,20200813T10:00:00Z,10-19,816,5.52,0,0.00,0
1374,20200813T10:00:00Z,0-9,264,1.79,0,0.00,0
1375,20200814T10:00:00Z,남성,6805,45.75,162,53.11,2.38
1376,20200814T10:00:00Z,여성,8068,54.25,143,46.89,1.77
1377,20200814T10:00:00Z,80 이상,609,4.09,152,49.84,24.96
1378,20200814T10:00:00Z,70-79,972,6.54,90,29.51,9.26
1379,20200814T10:00:00Z,60-69,1948,13.1,41,13.44,2.1
1380,20200814T10:00:00Z,50-59,2627,17.66,16,5.25,0.61
1381,20200814T10:00:00Z,40-49,2011,13.52,4,1.31,0.2
1382,20200814T10:00:00Z,30-39,1902,12.79,2,0.66,0.11
1383,20200814T10:00:00Z,20-29,3710,24.94,0,0.00,0
1384,20200814T10:00:00Z,10-19,826,5.55,0,0.00,0
1385,20200814T10:00:00Z,0-9,268,1.8,0,0.00,0
1386,20200815T09:00:00Z,남성,6875,45.71,162,53.11,2.36
1387,20200815T09:00:00Z,여성,8164,54.29,143,46.89,1.75
1388,20200815T09:00:00Z,80 이상,612,4.07,152,49.84,24.84
1389,20200815T09:00:00Z,70-79,983,6.54,90,29.51,9.16
1390,20200815T09:00:00Z,60-69,1977,13.15,41,13.44,2.07
1391,20200815T09:00:00Z,50-59,2660,17.69,16,5.25,0.6
1392,20200815T09:00:00Z,40-49,2035,13.53,4,1.31,0.2
1393,20200815T09:00:00Z,30-39,1922,12.78,2,0.66,0.1
1394,20200815T09:00:00Z,20-29,3742,24.88,0,0.00,0
1395,20200815T09:00:00Z,10-19,836,5.56,0,0.00,0
1396,20200815T09:00:00Z,0-9,272,1.81,0,0.00,0
1397,20200816T10:00:00Z,남성,6977,45.55,162,53.11,2.32
1398,20200816T10:00:00Z,여성,8341,54.45,143,46.89,1.71
1399,20200816T10:00:00Z,80 이상,618,4.03,152,49.84,24.6
1400,20200816T10:00:00Z,70-79,1014,6.62,90,29.51,8.88
1401,20200816T10:00:00Z,60-69,2033,13.27,41,13.44,2.02
1402,20200816T10:00:00Z,50-59,2718,17.74,16,5.25,0.59
1403,20200816T10:00:00Z,40-49,2070,13.51,4,1.31,0.19
1404,20200816T10:00:00Z,30-39,1950,12.73,2,0.66,0.1
1405,20200816T10:00:00Z,20-29,3781,24.68,0,0.00,0
1406,20200816T10:00:00Z,10-19,859,5.61,0,0.00,0
1407,20200816T10:00:00Z,0-9,275,1.8,0,0.00,0
1408,20200817T10:00:00Z,남성,7052,45.45,162,53.11,2.3
1409,20200817T10:00:00Z,여성,8463,54.55,143,46.89,1.69
1410,20200817T10:00:00Z,80 이상,625,4.03,152,49.84,24.32
1411,20200817T10:00:00Z,70-79,1028,6.63,90,29.51,8.75
1412,20200817T10:00:00Z,60-69,2081,13.41,41,13.44,1.97
1413,20200817T10:00:00Z,50-59,2756,17.76,16,5.25,0.58
1414,20200817T10:00:00Z,40-49,2093,13.49,4,1.31,0.19
1415,20200817T10:00:00Z,30-39,1977,12.74,2,0.66,0.1
1416,20200817T10:00:00Z,20-29,3803,24.51,0,0.00,0
1417,20200817T10:00:00Z,10-19,872,5.62,0,0.00,0
1418,20200817T10:00:00Z,0-9,280,1.8,0,0.00,0
1419,20200818T10:00:00Z,남성,7142,45.31,163,53.27,2.28
1420,20200818T10:00:00Z,여성,8619,54.69,143,46.73,1.66
1421,20200818T10:00:00Z,80 이상,627,3.98,152,49.67,24.24
1422,20200818T10:00:00Z,70-79,1050,6.66,91,29.74,8.67
1423,20200818T10:00:00Z,60-69,2148,13.63,41,13.40,1.91
1424,20200818T10:00:00Z,50-59,2817,17.87,16,5.23,0.57
1425,20200818T10:00:00Z,40-49,2120,13.45,4,1.31,0.19
1426,20200818T10:00:00Z,30-39,2004,12.71,2,0.65,0.1
1427,20200818T10:00:00Z,20-29,3820,24.24,0,0.00,0
1428,20200818T10:00:00Z,10-19,890,5.65,0,0.00,0
1429,20200818T10:00:00Z,0-9,285,1.81,0,0.00,0
1430,20200819T10:00:00Z,남성,7251,45.16,163,53.27,2.25
1431,20200819T10:00:00Z,여성,8807,54.84,143,46.73,1.62
1432,20200819T10:00:00Z,80 이상,634,3.95,152,49.67,23.97
1433,20200819T10:00:00Z,70-79,1079,6.72,91,29.74,8.43
1434,20200819T10:00:00Z,60-69,2220,13.82,41,13.40,1.85
1435,20200819T10:00:00Z,50-59,2875,17.9,16,5.23,0.56
1436,20200819T10:00:00Z,40-49,2159,13.45,4,1.31,0.19
1437,20200819T10:00:00Z,30-39,2036,12.68,2,0.65,0.1
1438,20200819T10:00:00Z,20-29,3849,23.97,0,0.00,0
1439,20200819T10:00:00Z,10-19,907,5.65,0,0.00,0
1440,20200819T10:00:00Z,0-9,299,1.86,0,0.00,0
1441,20200820T10:00:00Z,남성,7384,45.17,163,53.09,2.21
1442,20200820T10:00:00Z,여성,8962,54.83,144,46.91,1.61
1443,20200820T10:00:00Z,80 이상,645,3.95,153,49.84,23.72
1444,20200820T10:00:00Z,70-79,1109,6.78,91,29.64,8.21
1445,20200820T10:00:00Z,60-69,2268,13.87,41,13.36,1.81
1446,20200820T10:00:00Z,50-59,2930,17.92,16,5.21,0.55
1447,20200820T10:00:00Z,40-49,2191,13.4,4,1.30,0.18
1448,20200820T10:00:00Z,30-39,2071,12.67,2,0.65,0.1
1449,20200820T10:00:00Z,20-29,3879,23.73,0,0.00,0
1450,20200820T10:00:00Z,10-19,942,5.76,0,0.00,0
1451,20200820T10:00:00Z,0-9,311,1.9,0,0.00,0
1452,20200821T10:00:00Z,남성,7532,45.18,163,52.75,2.16
1453,20200821T10:00:00Z,여성,9138,54.82,146,47.25,1.6
1454,20200821T10:00:00Z,80 이상,651,3.91,153,49.51,23.5
1455,20200821T10:00:00Z,70-79,1143,6.86,93,30.10,8.14
1456,20200821T10:00:00Z,60-69,2342,14.05,41,13.27,1.75
1457,20200821T10:00:00Z,50-59,2991,17.94,16,5.18,0.53
1458,20200821T10:00:00Z,40-49,2233,13.4,4,1.29,0.18
1459,20200821T10:00:00Z,30-39,2111,12.66,2,0.65,0.09
1460,20200821T10:00:00Z,20-29,3921,23.52,0,0.00,0
1461,20200821T10:00:00Z,10-19,961,5.76,0,0.00,0
1462,20200821T10:00:00Z,0-9,317,1.9,0,0.00,0
1463,20200822T10:00:00Z,남성,7677,45.15,163,52.75,2.12
1464,20200822T10:00:00Z,여성,9325,54.85,146,47.25,1.57
1465,20200822T10:00:00Z,80 이상,654,3.85,153,49.51,23.39
1466,20200822T10:00:00Z,70-79,1177,6.92,93,30.10,7.9
1467,20200822T10:00:00Z,60-69,2398,14.1,41,13.27,1.71
1468,20200822T10:00:00Z,50-59,3057,17.98,16,5.18,0.52
1469,20200822T10:00:00Z,40-49,2281,13.42,4,1.29,0.18
1470,20200822T10:00:00Z,30-39,2151,12.65,2,0.65,0.09
1471,20200822T10:00:00Z,20-29,3976,23.39,0,0.00,0
1472,20200822T10:00:00Z,10-19,980,5.76,0,0.00,0
1473,20200822T10:00:00Z,0-9,328,1.93,0,0.00,0
1474,20200823T10:00:00Z,남성,7834,45.03,163,52.75,2.08
1475,20200823T10:00:00Z,여성,9565,54.97,146,47.25,1.53
1476,20200823T10:00:00Z,80 이상,668,3.84,153,49.51,22.9
1477,20200823T10:00:00Z,70-79,1204,6.92,93,30.10,7.72
1478,20200823T10:00:00Z,60-69,2485,14.28,41,13.27,1.65
1479,20200823T10:00:00Z,50-59,3139,18.04,16,5.18,0.51
1480,20200823T10:00:00Z,40-49,2343,13.47,4,1.29,0.17
1481,20200823T10:00:00Z,30-39,2191,12.59,2,0.65,0.09
1482,20200823T10:00:00Z,20-29,4010,23.05,0,0.00,0
1483,20200823T10:00:00Z,10-19,1015,5.83,0,0.00,0
1484,20200823T10:00:00Z,0-9,344,1.98,0,0.00,0
1485,20200824T10:00:00Z,남성,7952,45.02,163,52.75,2.05
1486,20200824T10:00:00Z,여성,9713,54.98,146,47.25,1.5
1487,20200824T10:00:00Z,80 이상,684,3.87,153,49.51,22.37
1488,20200824T10:00:00Z,70-79,1228,6.95,93,30.10,7.57
1489,20200824T10:00:00Z,60-69,2537,14.36,41,13.27,1.62
1490,20200824T10:00:00Z,50-59,3187,18.04,16,5.18,0.5
1491,20200824T10:00:00Z,40-49,2382,13.48,4,1.29,0.17
1492,20200824T10:00:00Z,30-39,2226,12.6,2,0.65,0.09
1493,20200824T10:00:00Z,20-29,4040,22.87,0,0.00,0
1494,20200824T10:00:00Z,10-19,1028,5.82,0,0.00,0
1495,20200824T10:00:00Z,0-9,353,2,0,0.00,0
1496,20200825T10:00:00Z,남성,8089,45.08,164,52.90,2.03
1497,20200825T10:00:00Z,여성,9856,54.92,146,47.10,1.48
1498,20200825T10:00:00Z,80 이상,693,3.86,154,49.68,22.22
1499,20200825T10:00:00Z,70-79,1258,7.01,93,30.00,7.39
1500,20200825T10:00:00Z,60-69,2587,14.42,41,13.23,1.58
1501,20200825T10:00:00Z,50-59,3240,18.06,16,5.16,0.49
1502,20200825T10:00:00Z,40-49,2415,13.46,4,1.29,0.17
1503,20200825T10:00:00Z,30-39,2256,12.57,2,0.65,0.09
1504,20200825T10:00:00Z,20-29,4081,22.74,0,0.00,0
1505,20200825T10:00:00Z,10-19,1047,5.83,0,0.00,0
1506,20200825T10:00:00Z,0-9,368,2.05,0,0.00,0
1507,20200826T10:00:00Z,남성,8234,45.08,165,52.88,2
1508,20200826T10:00:00Z,여성,10031,54.92,147,47.12,1.47
1509,20200826T10:00:00Z,80 이상,710,3.89,156,50.00,21.97
1510,20200826T10:00:00Z,70-79,1292,7.07,93,29.81,7.2
1511,20200826T10:00:00Z,60-69,2644,14.48,41,13.14,1.55
1512,20200826T10:00:00Z,50-59,3300,18.07,16,5.13,0.48
1513,20200826T10:00:00Z,40-49,2457,13.45,4,1.28,0.16
1514,20200826T10:00:00Z,30-39,2303,12.61,2,0.64,0.09
1515,20200826T10:00:00Z,20-29,4118,22.55,0,0.00,0
1516,20200826T10:00:00Z,10-19,1060,5.8,0,0.00,0
1517,20200826T10:00:00Z,0-9,381,2.09,0,0.00,0
1518,20200827T10:00:00Z,남성,8441,45.12,165,52.72,1.95
1519,20200827T10:00:00Z,여성,10265,54.88,148,47.28,1.44
1520,20200827T10:00:00Z,80 이상,729,3.9,156,49.84,21.4
1521,20200827T10:00:00Z,70-79,1333,7.13,94,30.03,7.05
1522,20200827T10:00:00Z,60-69,2709,14.48,41,13.10,1.51
1523,20200827T10:00:00Z,50-59,3408,18.22,16,5.11,0.47
1524,20200827T10:00:00Z,40-49,2527,13.51,4,1.28,0.16
1525,20200827T10:00:00Z,30-39,2353,12.58,2,0.64,0.08
1526,20200827T10:00:00Z,20-29,4170,22.29,0,0.00,0
1527,20200827T10:00:00Z,10-19,1087,5.81,0,0.00,0
1528,20200827T10:00:00Z,0-9,390,2.08,0,0.00,0
1529,20200828T14:00:00Z,남성,8616,45.16,167,52.85,1.94
1530,20200828T14:00:00Z,여성,10461,54.84,149,47.15,1.42
1531,20200828T14:00:00Z,80 이상,749,3.93,159,50.32,21.23
1532,20200828T14:00:00Z,70-79,1381,7.24,94,29.75,6.81
1533,20200828T14:00:00Z,60-69,2773,14.54,41,12.97,1.48
1534,20200828T14:00:00Z,50-59,3481,18.25,16,5.06,0.46
1535,20200828T14:00:00Z,40-49,2580,13.52,4,1.27,0.16
1536,20200828T14:00:00Z,30-39,2401,12.59,2,0.63,0.08
1537,20200828T14:00:00Z,20-29,4202,22.03,0,0.00,0
1538,20200828T14:00:00Z,10-19,1104,5.79,0,0.00,0
1539,20200828T14:00:00Z,0-9,406,2.13,0,0.00,0
1540,20200829T09:00:00Z,남성,8757,45.14,170,52.96,1.94
1541,20200829T09:00:00Z,여성,10643,54.86,151,47.04,1.42
1542,20200829T09:00:00Z,80 이상,767,3.95,162,50.47,21.12
1543,20200829T09:00:00Z,70-79,1417,7.3,95,29.60,6.7
1544,20200829T09:00:00Z,60-69,2840,14.64,42,13.08,1.48
1545,20200829T09:00:00Z,50-59,3535,18.22,16,4.98,0.45
1546,20200829T09:00:00Z,40-49,2627,13.54,4,1.25,0.15
1547,20200829T09:00:00Z,30-39,2437,12.56,2,0.62,0.08
1548,20200829T09:00:00Z,20-29,4233,21.82,0,0.00,0
1549,20200829T09:00:00Z,10-19,1122,5.78,0,0.00,0
1550,20200829T09:00:00Z,0-9,422,2.18,0,0.00,0
1551,20200830T14:00:00Z,남성,8911,45.24,172,53.25,1.93
1552,20200830T14:00:00Z,여성,10788,54.76,151,46.75,1.4
1553,20200830T14:00:00Z,80 이상,775,3.93,163,50.46,21.03
1554,20200830T14:00:00Z,70-79,1438,7.3,96,29.72,6.68
1555,20200830T14:00:00Z,60-69,2913,14.79,42,13.00,1.44
1556,20200830T14:00:00Z,50-59,3590,18.22,16,4.95,0.45
1557,20200830T14:00:00Z,40-49,2664,13.52,4,1.24,0.15
1558,20200830T14:00:00Z,30-39,2476,12.57,2,0.62,0.08
1559,20200830T14:00:00Z,20-29,4277,21.71,0,0.00,0
1560,20200830T14:00:00Z,10-19,1134,5.76,0,0.00,0
1561,20200830T14:00:00Z,0-9,432,2.19,0,0.00,0
1562,20200831T14:00:00Z,남성,9025,45.24,172,53.09,1.91
1563,20200831T14:00:00Z,여성,10922,54.76,152,46.91,1.39
1564,20200831T14:00:00Z,80 이상,786,3.94,163,50.31,20.74
1565,20200831T14:00:00Z,70-79,1464,7.34,97,29.94,6.63
1566,20200831T14:00:00Z,60-69,2968,14.88,42,12.96,1.42
1567,20200831T14:00:00Z,50-59,3639,18.24,16,4.94,0.44
1568,20200831T14:00:00Z,40-49,2692,13.5,4,1.23,0.15
1569,20200831T14:00:00Z,30-39,2491,12.49,2,0.62,0.08
1570,20200831T14:00:00Z,20-29,4320,21.66,0,0.00,0
1571,20200831T14:00:00Z,10-19,1145,5.74,0,0.00,0
1572,20200831T14:00:00Z,0-9,442,2.22,0,0.00,0
1573,20200901T14:00:00Z,남성,9139,45.28,172,53.09,1.88
1574,20200901T14:00:00Z,여성,11043,54.72,152,46.91,1.38
1575,20200901T14:00:00Z,80 이상,796,3.94,163,50.31,20.48
1576,20200901T14:00:00Z,70-79,1494,7.4,97,29.94,6.49
1577,20200901T14:00:00Z,60-69,3013,14.93,42,12.96,1.39
1578,20200901T14:00:00Z,50-59,3684,18.25,16,4.94,0.43
1579,20200901T14:00:00Z,40-49,2717,13.46,4,1.23,0.15
1580,20200901T14:00:00Z,30-39,2515,12.46,2,0.62,0.08
1581,20200901T14:00:00Z,20-29,4345,21.53,0,0.00,0
1582,20200901T14:00:00Z,10-19,1162,5.76,0,0.00,0
1583,20200901T14:00:00Z,0-9,456,2.26,0,0.00,0
1584,20200902T14:00:00Z,남성,9272,45.34,173,53.07,1.87
1585,20200902T14:00:00Z,여성,11177,54.66,153,46.93,1.37
1586,20200902T14:00:00Z,80 이상,810,3.96,164,50.31,20.25
1587,20200902T14:00:00Z,70-79,1534,7.5,98,30.06,6.39
1588,20200902T14:00:00Z,60-69,3064,14.98,42,12.88,1.37
1589,20200902T14:00:00Z,50-59,3732,18.25,16,4.91,0.43
1590,20200902T14:00:00Z,40-49,2741,13.4,4,1.23,0.15
1591,20200902T14:00:00Z,30-39,2540,12.42,2,0.61,0.08
1592,20200902T14:00:00Z,20-29,4388,21.46,0,0.00,0
1593,20200902T14:00:00Z,10-19,1174,5.74,0,0.00,0
1594,20200902T14:00:00Z,0-9,466,2.28,0,0.00,0
1595,20200903T14:00:00Z,남성,9359,45.34,174,52.89,1.86
1596,20200903T14:00:00Z,여성,11285,54.66,155,47.11,1.37
1597,20200903T14:00:00Z,80 이상,827,4.01,166,50.46,20.07
1598,20200903T14:00:00Z,70-79,1556,7.54,99,30.09,6.36
1599,20200903T14:00:00Z,60-69,3098,15.01,42,12.77,1.36
1600,20200903T14:00:00Z,50-59,3768,18.25,16,4.86,0.42
1601,20200903T14:00:00Z,40-49,2770,13.42,4,1.22,0.14
1602,20200903T14:00:00Z,30-39,2561,12.41,2,0.61,0.08
1603,20200903T14:00:00Z,20-29,4410,21.36,0,0.00,0
1604,20200903T14:00:00Z,10-19,1181,5.72,0,0.00,0
1605,20200903T14:00:00Z,0-9,473,2.29,0,0.00,0
1606,20200904T14:00:00Z,남성,9453,45.36,175,52.87,1.85
1607,20200904T14:00:00Z,여성,11389,54.64,156,47.13,1.37
1608,20200904T14:00:00Z,80 이상,842,4.04,167,50.45,19.83
1609,20200904T14:00:00Z,70-79,1578,7.57,100,30.21,6.34
1610,20200904T14:00:00Z,60-69,3136,15.05,42,12.69,1.34
1611,20200904T14:00:00Z,50-59,3807,18.27,16,4.83,0.42
1612,20200904T14:00:00Z,40-49,2797,13.42,4,1.21,0.14
1613,20200904T14:00:00Z,30-39,2585,12.4,2,0.60,0.08
1614,20200904T14:00:00Z,20-29,4427,21.24,0,0.00,0
1615,20200904T14:00:00Z,10-19,1188,5.7,0,0.00,0
1616,20200904T14:00:00Z,0-9,482,2.31,0,0.00,0
1617,20200905T15:00:00Z,남성,9535,45.38,176,52.85,1.85
1618,20200905T15:00:00Z,여성,11475,54.62,157,47.15,1.37
1619,20200905T15:00:00Z,80 이상,851,4.05,169,50.75,19.86
1620,20200905T15:00:00Z,70-79,1596,7.6,100,30.03,6.27
1621,20200905T15:00:00Z,60-69,3178,15.13,42,12.61,1.32
1622,20200905T15:00:00Z,50-59,3845,18.3,16,4.80,0.42
1623,20200905T15:00:00Z,40-49,2816,13.4,4,1.20,0.14
1624,20200905T15:00:00Z,30-39,2604,12.39,2,0.60,0.08
1625,20200905T15:00:00Z,20-29,4441,21.14,0,0.00,0
1626,20200905T15:00:00Z,10-19,1194,5.68,0,0.00,0
1627,20200905T15:00:00Z,0-9,485,2.31,0,0.00,0
1628,20200906T15:00:00Z,남성,9614,45.4,176,52.69,1.83
1629,20200906T15:00:00Z,여성,11563,54.6,158,47.31,1.37
1630,20200906T15:00:00Z,80 이상,858,4.05,169,50.60,19.7
1631,20200906T15:00:00Z,70-79,1612,7.61,101,30.24,6.27
1632,20200906T15:00:00Z,60-69,3217,15.19,42,12.57,1.31
1633,20200906T15:00:00Z,50-59,3880,18.32,16,4.79,0.41
1634,20200906T15:00:00Z,40-49,2841,13.42,4,1.20,0.14
1635,20200906T15:00:00Z,30-39,2619,12.37,2,0.60,0.08
1636,20200906T15:00:00Z,20-29,4460,21.06,0,0.00,0
1637,20200906T15:00:00Z,10-19,1197,5.65,0,0.00,0
1638,20200906T15:00:00Z,0-9,493,2.33,0,0.00,0
1639,20200907T14:00:00Z,남성,9680,45.45,178,52.98,1.84
1640,20200907T14:00:00Z,여성,11616,54.55,158,47.02,1.36
1641,20200907T14:00:00Z,80 이상,860,4.04,170,50.60,19.77
1642,20200907T14:00:00Z,70-79,1632,7.66,102,30.36,6.25
1643,20200907T14:00:00Z,60-69,3238,15.2,42,12.50,1.3
1644,20200907T14:00:00Z,50-59,3902,18.32,16,4.76,0.41
1645,20200907T14:00:00Z,40-49,2857,13.42,4,1.19,0.14
1646,20200907T14:00:00Z,30-39,2636,12.38,2,0.60,0.08
1647,20200907T14:00:00Z,20-29,4473,21,0,0.00,0
1648,20200907T14:00:00Z,10-19,1202,5.64,0,0.00,0
1649,20200907T14:00:00Z,0-9,496,2.33,0,0.00,0
1650,20200908T14:00:00Z,남성,9753,45.51,181,53.08,1.86
1651,20200908T14:00:00Z,여성,11679,54.49,160,46.92,1.37
1652,20200908T14:00:00Z,80 이상,863,4.03,173,50.73,20.05
1653,20200908T14:00:00Z,70-79,1646,7.68,104,30.50,6.32
1654,20200908T14:00:00Z,60-69,3264,15.23,42,12.32,1.29
1655,20200908T14:00:00Z,50-59,3936,18.37,16,4.69,0.41
1656,20200908T14:00:00Z,40-49,2874,13.41,4,1.17,0.14
1657,20200908T14:00:00Z,30-39,2653,12.38,2,0.59,0.08
1658,20200908T14:00:00Z,20-29,4485,20.93,0,0.00,0
1659,20200908T14:00:00Z,10-19,1210,5.65,0,0.00,0
1660,20200908T14:00:00Z,0-9,501,2.34,0,0.00,0
1661,20200909T14:00:00Z,남성,9829,45.53,182,52.91,1.85
1662,20200909T14:00:00Z,여성,11759,54.47,162,47.09,1.38
1663,20200909T14:00:00Z,80 이상,869,4.03,175,50.87,20.14
1664,20200909T14:00:00Z,70-79,1668,7.73,105,30.52,6.29
1665,20200909T14:00:00Z,60-69,3312,15.34,42,12.21,1.27
1666,20200909T14:00:00Z,50-59,3964,18.36,16,4.65,0.4
1667,20200909T14:00:00Z,40-49,2889,13.38,4,1.16,0.14
1668,20200909T14:00:00Z,30-39,2669,12.36,2,0.58,0.07
1669,20200909T14:00:00Z,20-29,4492,20.81,0,0.00,0
1670,20200909T14:00:00Z,10-19,1218,5.64,0,0.00,0
1671,20200909T14:00:00Z,0-9,507,2.35,0,0.00,0
1672,20200910T14:00:00Z,남성,9905,45.55,183,52.89,1.85
1673,20200910T14:00:00Z,여성,11838,54.45,163,47.11,1.38
1674,20200910T14:00:00Z,80 이상,880,4.05,176,50.87,20
1675,20200910T14:00:00Z,70-79,1680,7.73,106,30.64,6.31
1676,20200910T14:00:00Z,60-69,3356,15.43,42,12.14,1.25
1677,20200910T14:00:00Z,50-59,3993,18.36,16,4.62,0.4
1678,20200910T14:00:00Z,40-49,2906,13.37,4,1.16,0.14
1679,20200910T14:00:00Z,30-39,2682,12.34,2,0.58,0.07
1680,20200910T14:00:00Z,20-29,4505,20.72,0,0.00,0
1681,20200910T14:00:00Z,10-19,1222,5.62,0,0.00,0
1682,20200910T14:00:00Z,0-9,519,2.39,0,0.00,0
1683,20200911T14:00:00Z,남성,9982,45.54,185,52.86,1.85
1684,20200911T14:00:00Z,여성,11937,54.46,165,47.14,1.38
1685,20200911T14:00:00Z,80 이상,897,4.09,178,50.86,19.84
1686,20200911T14:00:00Z,70-79,1696,7.74,108,30.86,6.37
1687,20200911T14:00:00Z,60-69,3396,15.49,42,12.00,1.24
1688,20200911T14:00:00Z,50-59,4027,18.37,16,4.57,0.4
1689,20200911T14:00:00Z,40-49,2928,13.36,4,1.14,0.14
1690,20200911T14:00:00Z,30-39,2701,12.32,2,0.57,0.07
1691,20200911T14:00:00Z,20-29,4527,20.65,0,0.00,0
1692,20200911T14:00:00Z,10-19,1225,5.59,0,0.00,0
1693,20200911T14:00:00Z,0-9,522,2.38,0,0.00,0
1694,20200912T14:00:00Z,남성,10063,45.63,186,52.39,1.85
1695,20200912T14:00:00Z,여성,11992,54.37,169,47.61,1.41
1696,20200912T14:00:00Z,80 이상,901,4.09,181,50.99,20.09
1697,20200912T14:00:00Z,70-79,1710,7.75,109,30.70,6.37
1698,20200912T14:00:00Z,60-69,3425,15.53,42,11.83,1.23
1699,20200912T14:00:00Z,50-59,4061,18.41,17,4.79,0.42
1700,20200912T14:00:00Z,40-49,2946,13.36,4,1.13,0.14
1701,20200912T14:00:00Z,30-39,2713,12.3,2,0.56,0.07
1702,20200912T14:00:00Z,20-29,4543,20.6,0,0.00,0
